ticket_id,date,customer_id,product,description,status,true_criticality,true_category
709744,2025-03-06 21:53:56,e6ba9b98-17cb-4e63-91c3-761c1084a7f3,Credit Card Portal,Getting 'Your account has been temporarily suspended' message,New,Medium,Account Access
567937,2025-03-10 01:24:56,6812c775-994d-4512-a8be-2a627c558d39,ATM Services,Authentication fails every time I try to access my account,New,Medium,Login Failure
580450,2025-03-17 15:31:56,466ee689-a33d-4cd1-a37f-39cf23bd08e0,Loan Application System,Session keeps timing out too quickly while using the service,New,Low,Account Access
5252,2025-03-23 20:45:56,ff8ae878-63e5-42c3-9ea2-23b88d273f4f,Investment Dashboard,Would like to receive push notifications for large transactions,New,High,Feature Request
479117,2025-03-11 08:38:56,1944ad12-750b-46fd-9425-db148880e6d5,ATM Services,App crashes when trying to view transaction history,Resolved,Medium,App Performance
455638,2025-03-02 05:02:56,231ec24f-63f8-4f65-a818-7134ec3a69fd,Account Management System,Session keeps timing out too quickly while using the service. Movement produce movie impact fall message team.,New,Low,Account Access
199410,2025-03-14 11:03:56,c3e6fac6-e0c8-4996-af46-378bb53f73f0,Mobile Banking App,Would like to receive push notifications for large transactions,Resolved,Medium,Feature Request
32097,2025-02-25 15:08:56,0bf6c6f8-779e-45c1-bae2-649994117a62,Mobile Banking App,International transfer showing incorrect exchange rate. Decision offer bring finally.,In Progress,High,Transaction Error
918590,2025-03-19 12:30:56,88b17a57-a2ce-42ed-9152-3f0550abbcb2,Investment Dashboard,Session keeps timing out too quickly while using the service,New,Low,Account Access
412926,2025-03-08 11:16:56,ccd67e29-d5cd-4c05-91eb-ebbb0eee0387,Loan Application System,Session keeps timing out too quickly while using the service. Return around team medical see degree.,New,High,Account Access
679438,2025-03-21 23:30:56,4b8b6a66-90b0-4cc3-9c13-65061428f164,Investment Dashboard,International transfer showing incorrect exchange rate. Success seek west travel TV leave.,New,Medium,Transaction Error
447878,2025-02-27 13:14:56,2cf4b3ac-d0fa-4aa5-ba6e-26eb09837b68,Investment Dashboard,Balance shown in app doesn't match my actual account balance,New,High,Data Discrepancy
315408,2025-03-26 22:36:56,9331510d-aae6-4df1-ab85-467834c9541d,Bill Payment Service,Cannot reset password through the forgot password option. Catch able debate building difficult.,Resolved,Low,Account Access
936469,2025-03-08 15:32:56,63a843f0-8b64-4d86-b1ec-6ef7bd93e807,ATM Services,Authentication fails every time I try to access my account. Her manager term address religious.,In Progress,Low,Login Failure
710790,2025-03-07 23:58:56,8b8b81ba-4522-4734-a839-e4be7d78ab09,Web Portal,App crashes when trying to view transaction history,New,High,App Performance
174612,2025-03-13 11:43:56,988bd2a5-875a-4e9b-aa36-f19cde793679,Credit Card Portal,Credit score displayed is different from what other services show. Local sport stay everything my well career lose.,In Progress,Low,Data Discrepancy
800881,2025-03-25 17:07:56,2d7fdc81-817e-4e5d-8fd2-9865d2b17040,Mobile Banking App,Biometric login not working on my device,In Progress,Medium,Login Failure
420274,2025-03-03 10:11:56,dc978747-33e6-4a3a-9186-6cd9c3dba06c,ATM Services,Duplicate transaction showing in my account history,New,Medium,Transaction Error
73406,2025-03-18 09:38:56,21f6345e-3567-41ca-8110-63039ca27b90,Mobile Banking App,Duplicate transaction showing in my account history,New,Medium,Transaction Error
10492,2025-03-15 07:55:56,1f578e3a-627b-489c-a3b8-df4afc2f9fdb,Web Portal,Getting 'Invalid username or password' despite using correct details. Age fine add available.,New,Low,Login Failure
635584,2025-03-20 18:01:56,d48c199f-803d-4dcf-a5ef-8f77fa58b590,Web Portal,Incorrect interest calculation on my savings account,New,High,Data Discrepancy
459115,2025-03-10 21:31:56,4de3b3d9-68a6-4e48-bfb9-9b77f15d89a4,Investment Dashboard,Noticed login attempt from unknown location. Way religious agreement month.,New,Low,Security Concern
979853,2025-03-03 15:37:56,a98b3b43-3f8b-49ed-8ccf-abc70a50d949,Loan Application System,Received suspicious email claiming to be from the bank,In Progress,Medium,Security Concern
96342,2025-03-10 19:56:56,15cf4c83-7141-43f2-9657-99949231ffc1,Loan Application System,App freezes during fund transfers,New,Low,App Performance
691730,2025-03-08 09:43:56,c784898d-a55b-41f4-bdcf-3881abd34bfb,Credit Card Portal,Need to report potential phishing attempt targeting bank customers,New,High,Security Concern
420217,2025-03-08 04:36:56,581872bb-b730-4dd6-b6f1-ed046820d7de,Bill Payment Service,Concerned about the security of my banking data,Resolved,Low,Security Concern
798885,2025-03-05 00:05:56,80ed6919-74e5-469f-9a58-e8ffcd27e04c,Account Management System,App freezes during fund transfers. Into threat wrong claim collection though threat.,In Progress,Medium,App Performance
864807,2025-03-16 12:13:56,da39ce42-9594-4aa5-8352-a48944b79e9b,ATM Services,Two-factor authentication not sending verification code,New,Medium,Login Failure
860965,2025-03-20 08:56:56,aea6fc7c-8cb0-45f3-b89b-453beb8f9ee8,Investment Dashboard,Would like an option to categorize transactions automatically,New,Medium,Feature Request
707380,2025-03-05 05:04:56,ef3f034b-985b-4ed1-9948-84068821ce1b,Account Management System,Payment failed but money was deducted from my account,New,High,Transaction Error
88726,2025-03-19 11:35:56,9e311cba-e0fa-4c54-9206-4b09d69e73df,Investment Dashboard,Not receiving security alerts for login attempts. Might second more interesting effort attack.,New,Low,Security Concern
518083,2025-03-06 19:36:56,6686b508-198d-49b6-a081-acb635f88c1f,Investment Dashboard,Duplicate transaction showing in my account history. Discuss way treat group time there through fish.,New,High,Transaction Error
441359,2025-03-08 23:57:56,4bbbed1a-1d9e-4c52-81c7-da56a55a1a88,Credit Card Portal,Would like an option to categorize transactions automatically,New,Low,Feature Request
341307,2025-03-04 07:41:56,c4d4c3c4-acae-418f-87fe-cd9a04b92588,Loan Application System,Authentication fails every time I try to access my account,In Progress,High,Login Failure
556048,2025-03-10 23:20:56,d4dd1089-00ad-41c2-b2ef-c3220c57b517,ATM Services,Cannot upload documents for loan application,In Progress,Medium,App Performance
757850,2025-03-10 17:52:56,6711616f-7533-4d6d-bc28-d9a16b47d820,ATM Services,Credit score displayed is different from what other services show,In Progress,Low,Data Discrepancy
234838,2025-03-27 01:37:56,e1f84a1a-59a0-4763-a70b-4e1517a5b6f4,Loan Application System,Cannot reset password through the forgot password option. Newspaper likely total who might second.,New,High,Account Access
935580,2025-03-04 08:22:56,465b93ce-b104-4c01-9896-3af15d69829a,Credit Card Portal,Getting 'Invalid username or password' despite using correct details,In Progress,High,Login Failure
388317,2025-03-25 01:28:56,48de03f9-eaf5-4f3e-a14d-af8b398217d0,Bill Payment Service,Payment failed but money was deducted from my account,New,High,Transaction Error
799810,2025-03-24 10:08:56,a007370e-3e15-4f74-b8f7-9751d01c3b41,Credit Card Portal,Two-factor authentication not sending verification code. Which view do open himself.,Resolved,Low,Login Failure
623922,2025-03-08 10:02:56,d2117025-b7b0-41bd-b59d-6685db4828ee,Loan Application System,Concerned about the security of my banking data. Feel name new enter turn speak.,New,Low,Security Concern
350540,2025-03-23 03:40:56,f34ee04e-fd7a-4256-8d61-8a91754a84ec,Credit Card Portal,Would like an option to categorize transactions automatically. Entire whole event design none raise rather.,New,High,Feature Request
294053,2025-03-12 12:17:56,b3546aa5-4063-44c0-9894-a79e04947ad6,Loan Application System,Not receiving security alerts for login attempts,New,Low,Security Concern
695337,2025-03-05 12:24:56,c74c970c-88ca-4910-821a-3ed77d188ba9,Loan Application System,Extremely slow loading times for all screens. Than door try add friend Mrs two.,New,Medium,App Performance
23953,2025-03-07 04:35:56,7880ccfc-8b47-4e2f-826b-bfe82ee17ffd,Web Portal,Need dark mode for the mobile app,New,Medium,Feature Request
720955,2025-03-06 13:29:56,4a26abf5-00d4-4aea-92e0-721e76c46777,Bill Payment Service,Incorrect interest calculation on my savings account,In Progress,Medium,Data Discrepancy
43351,2025-03-12 00:07:56,bfb25113-c87b-48a6-8da0-592aa6b10be9,Web Portal,Cannot reset password through the forgot password option. Nice government quite kind she.,Resolved,Low,Account Access
66613,2025-03-05 23:24:56,870a352e-675f-49cb-99d5-5532a4140c8a,Account Management System,International transfer showing incorrect exchange rate,New,High,Transaction Error
257395,2025-03-26 17:09:56,25c78923-4e8c-4acb-a03c-df70d872d3f9,Web Portal,Balance shown in app doesn't match my actual account balance. Federal onto interest report any television.,Resolved,Medium,Data Discrepancy
921280,2025-03-08 19:33:56,3a605280-ac74-430c-b442-00b22584add7,Investment Dashboard,Duplicate transaction showing in my account history. Young hope activity subject civil evidence administration.,New,Low,Transaction Error
296513,2025-03-17 15:37:56,4100c358-efff-4c51-b8f8-c697d3ec1dec,Investment Dashboard,Received suspicious email claiming to be from the bank. Rule want can machine election trial.,New,High,Security Concern
593239,2025-03-13 09:08:56,87af2617-f51d-4ee6-9eeb-418b8d2f4ae8,Loan Application System,Cannot reset password through the forgot password option,New,Medium,Account Access
973592,2025-02-26 03:51:56,0d306a14-c534-48b7-a476-f07fdbd2fadd,Investment Dashboard,Suggestion to add spending analytics feature,New,Medium,Feature Request
837798,2025-03-01 10:13:56,a54a4246-0daf-4f1b-bfa2-695b30f6607d,Account Management System,Statement shows transactions I didn't make,New,Medium,Data Discrepancy
289291,2025-02-26 16:26:56,f4bf0870-eee0-4c6e-a9da-a7075d0270bd,Web Portal,Not receiving security alerts for login attempts,New,Low,Security Concern
935666,2025-03-04 22:17:56,68d7b21a-927b-43a8-a185-eb8e89ed2ddc,Bill Payment Service,Need dark mode for the mobile app. Yourself policy here also develop his.,New,Low,Feature Request
272992,2025-03-13 10:33:56,a39443e8-305c-42ef-82b2-9c1e6ffb70c6,Web Portal,Statement shows transactions I didn't make. Smile stay adult never remain.,New,Low,Data Discrepancy
981150,2025-03-04 14:15:56,d2f333e2-8310-4260-9791-56009ff6d5a1,Credit Card Portal,Cannot reset password through the forgot password option,In Progress,Medium,Account Access
473150,2025-03-08 17:13:56,8ff77a4e-b924-4f19-8125-fb47449c0141,Mobile Banking App,Credit score displayed is different from what other services show,In Progress,Medium,Data Discrepancy
42402,2025-03-18 10:26:56,16d0f728-0ffe-47e2-9e52-71a1263bceb1,Web Portal,Authentication fails every time I try to access my account,New,Medium,Login Failure
192599,2025-03-14 04:59:56,edd71e39-36cc-4696-b0fc-e16f637db388,Mobile Banking App,Cannot upload documents for loan application. Word thank traditional risk.,New,Medium,App Performance
317138,2025-02-27 15:45:56,711bb28f-2eee-45fe-b656-278c6fbc2410,Bill Payment Service,Concerned about the security of my banking data,New,Medium,Security Concern
260251,2025-03-23 07:54:56,2471d45b-aa7e-42b0-97f4-3a71495cda97,Account Management System,Authentication fails every time I try to access my account. Director local cup home.,New,Low,Login Failure
328042,2025-03-18 22:44:56,8b226d1c-1dcc-41c7-aaf9-ce26a77d5dbb,Investment Dashboard,Need dark mode for the mobile app,New,High,Feature Request
168005,2025-03-13 06:46:56,f2044747-4391-4ec6-ab52-e86b1611f1f4,Account Management System,App crashes when trying to view transaction history. Health floor life yeah table.,New,High,App Performance
428086,2025-03-12 07:03:56,667197f0-9beb-4a52-86bf-7a70ad5ea230,Loan Application System,Unable to log in to loan application system with correct credentials,New,Low,Login Failure
396340,2025-03-05 21:17:56,684281de-f3bd-4213-8501-d728c9e5f49a,Web Portal,Suggestion to add spending analytics feature. Source picture easy even.,New,Medium,Feature Request
262762,2025-03-19 19:30:56,9f2dd352-5fef-470f-bac2-74a49685c040,Bill Payment Service,Getting 'Your account has been temporarily suspended' message. Check resource conference cost beat happen radio.,New,High,Account Access
968695,2025-03-20 07:23:56,b03a63c9-8b61-4290-abe8-09035c99a31f,Account Management System,Getting 'Invalid username or password' despite using correct details,In Progress,Medium,Login Failure
490935,2025-03-18 15:34:56,43729c4d-8ee8-47f0-b541-3e7501ef2900,Loan Application System,Would like to receive push notifications for large transactions. Pick enter though hour table.,New,Medium,Feature Request
968425,2025-02-24 23:10:56,e5da7e94-ba1c-4785-b8b2-8d34598c12d8,ATM Services,Duplicate transaction showing in my account history. Small work away cause last action clear.,New,Medium,Transaction Error
820971,2025-03-08 05:01:56,3bd4f958-cc76-4552-bcb4-3b424a2e79f8,Account Management System,Cannot reset password through the forgot password option. Prepare early learn near.,Resolved,Low,Account Access
34281,2025-03-23 08:10:56,f4f135b2-5e8e-4790-a4d3-f13a24058572,Account Management System,Statement shows transactions I didn't make,Resolved,Low,Data Discrepancy
722475,2025-03-18 13:12:56,70331927-0b39-47be-a983-d8a6e0c11cfd,Web Portal,Not receiving security alerts for login attempts. Pattern laugh quickly fact.,Resolved,Medium,Security Concern
477022,2025-03-17 20:42:56,2c95b1cf-5c1c-4103-9ec2-ad45406da373,Investment Dashboard,Statement shows transactions I didn't make. Town in like laugh although education.,New,Medium,Data Discrepancy
341605,2025-03-15 13:23:56,d0b5cfe5-976d-42f8-af10-81a07359a4c1,Account Management System,Recent transactions not showing up in activity feed,New,Medium,Data Discrepancy
477466,2025-03-19 10:24:56,c4589a9f-96fb-47fb-bd93-7691004ce5c4,ATM Services,Recent transactions not showing up in activity feed. Today main similar successful few.,In Progress,Medium,Data Discrepancy
446457,2025-03-18 10:27:56,43c19428-2b5a-41f7-877a-5b813168d159,Credit Card Portal,International transfer showing incorrect exchange rate,New,High,Transaction Error
127887,2025-03-02 16:13:56,7fe4f3b8-0ad3-46d1-ba61-1273ebd3cbe1,Investment Dashboard,Unable to view my account balance and transactions,In Progress,Medium,Account Access
45800,2025-03-24 12:47:56,7d273a0c-3071-415d-8963-5b4cba8e4c4e,Credit Card Portal,Scheduled payment not executed on time,New,Low,Transaction Error
369788,2025-03-09 10:23:56,3b07ffe0-5775-46c1-9cb4-3b1c81b455c8,Web Portal,Two-factor authentication not sending verification code,New,High,Login Failure
446623,2025-03-21 22:40:56,e5694e1c-a7c0-4dcf-b9b2-9292baac1ca3,Bill Payment Service,App crashes when trying to view transaction history,New,High,App Performance
120431,2025-03-01 19:59:56,73b58dda-d549-40ce-9cdb-c2b37654ced6,Investment Dashboard,Credit score displayed is different from what other services show,New,Medium,Data Discrepancy
383423,2025-03-12 03:56:56,5d580646-588f-453a-96c8-29a3431dcb46,Loan Application System,Statement shows transactions I didn't make,In Progress,Low,Data Discrepancy
874730,2025-03-11 20:09:56,a4e7c1cc-b174-45da-80da-84803bcdad8b,Credit Card Portal,Suggestion to add spending analytics feature,Resolved,Medium,Feature Request
715484,2025-02-27 11:53:56,61ef966b-65fa-4107-b5c9-3024f8077339,Credit Card Portal,App crashes when trying to view transaction history,New,Medium,App Performance
296326,2025-03-18 03:48:56,b2ff7b0e-7281-403b-b5b5-00e0cea14593,Account Management System,Request for biometric authentication for web portal. Buy easy near watch officer.,In Progress,Medium,Feature Request
158711,2025-03-21 14:47:56,e4ec5d2c-baf7-4803-b577-66bdabbcfec4,Web Portal,International transfer showing incorrect exchange rate,New,Medium,Transaction Error
99388,2025-03-25 00:57:56,e26fc85b-57ae-410f-9df9-224354cdf6e0,Account Management System,Noticed login attempt from unknown location. Administration everyone how rock past side.,New,Medium,Security Concern
970188,2025-03-09 21:50:56,ea4bd6ef-a1be-49b2-bf26-92a16f9ef471,Mobile Banking App,App freezes during fund transfers,New,Medium,App Performance
887153,2025-03-20 12:44:56,c61e9ae6-5966-493f-85a6-6620412c4661,ATM Services,Charts and graphs not displaying correctly in investment dashboard,New,High,App Performance
381286,2025-03-03 15:00:56,2771c090-e9ab-45e0-8626-232a0042ed9e,Investment Dashboard,Concerned about the security of my banking data,In Progress,High,Security Concern
964819,2025-03-18 13:27:56,66da3a3d-0f29-4f7f-a566-6844b185b218,ATM Services,Unable to log in to atm services with correct credentials,New,Medium,Login Failure
383744,2025-03-09 15:55:56,0a54166e-3aab-4548-8688-a996efbd93b2,Bill Payment Service,App crashes when trying to view transaction history. Situation leader size very.,New,High,App Performance
2008,2025-03-21 09:53:56,eb675c18-792c-46d2-ad47-977d5b4f01f5,Credit Card Portal,Need dark mode for the mobile app,New,High,Feature Request
525359,2025-03-03 07:13:56,980a2f8f-a69b-437c-a8a0-3a32b562d28c,Credit Card Portal,Session keeps timing out too quickly while using the service,New,Low,Account Access
665347,2025-03-23 12:13:56,551a0640-32af-4776-9c82-bb6497a4270b,ATM Services,Account locked after multiple login attempts. Sport by identify rather allow.,New,High,Account Access
680575,2025-03-27 12:49:56,1947a2de-1490-4bfe-b34b-ecc99c374834,Bill Payment Service,International transfer showing incorrect exchange rate. Rest decade performance move big.,New,Medium,Transaction Error
223513,2025-03-19 04:23:56,464c6b9d-106b-4d2e-91af-a94eefc2ff0e,Web Portal,Concerned about the security of my banking data. Maybe mother affect nothing same.,New,Low,Security Concern
782709,2025-03-20 00:07:56,367240e7-b822-48d0-98c5-49f076951eac,Loan Application System,Balance shown in app doesn't match my actual account balance,In Progress,Medium,Data Discrepancy
53248,2025-02-27 00:25:56,b53ceeed-0442-4ab6-98f5-61c7d1bd5489,ATM Services,Session keeps timing out too quickly while using the service,In Progress,High,Account Access
20139,2025-03-25 20:34:56,0fb75ce2-0f0d-418f-8bf7-2535d4cb385b,Investment Dashboard,Concerned about the security of my banking data,New,High,Security Concern
155097,2025-03-11 11:04:56,aacfa6ab-b7be-4f0f-b0ab-d045c45b3f1b,Investment Dashboard,Payment failed but money was deducted from my account,New,High,Transaction Error
668526,2025-03-19 17:52:56,b88c4157-0cd5-4e0d-81a8-b2962de46069,Account Management System,Would like to receive push notifications for large transactions,New,High,Feature Request
214400,2025-03-01 14:16:56,22cb142b-3feb-410e-bc23-11cd5e695d78,Bill Payment Service,App crashes when trying to view transaction history,In Progress,Low,App Performance
384412,2025-02-27 22:17:56,c1bb0f2d-13ab-4611-8c53-f04775dcd6f2,Bill Payment Service,Account locked after multiple login attempts. Technology strategy sort along leader computer price.,In Progress,Low,Account Access
391749,2025-03-14 04:44:56,450370dc-82de-4f8e-b674-5729535483e9,ATM Services,App freezes during fund transfers,New,Low,App Performance
525831,2025-03-26 13:40:56,a6421a53-064c-45c5-864b-90c2a6400e9d,Credit Card Portal,Authentication fails every time I try to access my account,New,Low,Login Failure
973551,2025-02-27 17:01:56,a26cb67a-0dc0-4e05-87ce-b30e770a4469,Investment Dashboard,Balance shown in app doesn't match my actual account balance,In Progress,High,Data Discrepancy
895473,2025-03-10 04:28:56,358e7714-dda5-4c79-b128-30cd79781d1f,Loan Application System,Concerned about the security of my banking data,New,Low,Security Concern
842406,2025-02-28 13:56:56,b0f4107a-89a8-4ffe-8220-f219ab9cdf82,Mobile Banking App,Need to report potential phishing attempt targeting bank customers,New,High,Security Concern
700089,2025-03-02 19:46:56,e86ab9de-12bc-493b-8d7e-ccde259aafc3,Mobile Banking App,Authentication fails every time I try to access my account. Threat capital produce.,New,Medium,Login Failure
191027,2025-03-15 20:04:56,b3244a6f-70b5-446d-8ea6-cbd6363763cc,Mobile Banking App,Unable to log in to mobile banking app with correct credentials,In Progress,Medium,Login Failure
957718,2025-02-28 23:07:56,817abe4b-ef78-427a-834d-b407e73fbd62,Mobile Banking App,Extremely slow loading times for all screens,New,Medium,App Performance
905414,2025-03-16 11:39:56,dde57d6f-1514-40cd-b671-fbbc0ac69067,ATM Services,Unable to log in to atm services with correct credentials,New,High,Login Failure
208537,2025-03-07 01:31:56,2b5c1829-0465-4bc7-b10f-8dbd7518cd5e,Investment Dashboard,Would like an option to categorize transactions automatically,New,High,Feature Request
91572,2025-03-04 00:18:56,c4fd5b0e-e222-4de0-be5b-05037bc06896,Web Portal,Request for biometric authentication for web portal,New,Medium,Feature Request
199330,2025-03-11 19:29:56,518ed57f-bd3b-4111-8869-24d313a942ed,ATM Services,Cannot upload documents for loan application. Campaign reduce order summer.,In Progress,Low,App Performance
959976,2025-03-08 13:46:56,ae81af9e-ebca-4a4b-a7c7-2798ac838033,Web Portal,Received suspicious email claiming to be from the bank,In Progress,Medium,Security Concern
330517,2025-03-21 10:02:56,210de2ef-3ad3-45f4-80ce-9ee96af07fde,Web Portal,App crashes when trying to view transaction history,New,Low,App Performance
917768,2025-03-04 14:06:56,1803fa7f-71a4-4efc-b094-82cda060c171,Account Management System,Need dark mode for the mobile app. Something those position skill special.,New,Low,Feature Request
626700,2025-03-25 01:37:56,54576fd3-9ce8-4e54-96f2-18a0982c89d6,Account Management System,Suggestion to add spending analytics feature,In Progress,Low,Feature Request
828846,2025-03-09 13:31:56,492cbcac-cf60-41ed-ac2b-a992614bafa5,Account Management System,Need dark mode for the mobile app,New,High,Feature Request
887752,2025-03-26 23:53:56,bc58fca3-6eb2-4c37-9ee9-c10c9c49a2de,Bill Payment Service,Would like an option to categorize transactions automatically,In Progress,Low,Feature Request
390910,2025-03-03 14:43:56,c0eb1f97-4dec-440c-a6b9-bc51a2a6ff00,Loan Application System,Recent transactions not showing up in activity feed,In Progress,Low,Data Discrepancy
692678,2025-03-25 17:18:56,9a2e5b33-794c-4676-a7b8-d5202f421e43,ATM Services,Request for biometric authentication for web portal. Treatment stand whatever now.,New,Low,Feature Request
893634,2025-03-10 21:10:56,f312642c-9b0a-4e19-b38e-f8915fa86434,Account Management System,Concerned about the security of my banking data,New,High,Security Concern
914570,2025-03-06 10:09:56,b2b846f9-554a-4fe1-9714-3cd27ab67081,Web Portal,Unable to view my account balance and transactions,New,Medium,Account Access
23426,2025-03-25 08:41:56,351310b9-c60f-4911-a2e4-67fc0dd917be,Loan Application System,International transfer showing incorrect exchange rate. Cost not treat not history.,New,Medium,Transaction Error
337358,2025-02-28 00:33:56,8ec2b010-7077-40aa-b716-085b35115fad,Account Management System,Statement shows transactions I didn't make,Resolved,Medium,Data Discrepancy
500935,2025-03-04 15:36:56,a9c8b5aa-5b1b-4967-b7e7-e7ed78f39350,Investment Dashboard,Credit score displayed is different from what other services show. Film fill agree choice may college remain day.,New,Low,Data Discrepancy
2203,2025-03-06 03:41:56,8ef17b33-5e65-411b-a0a6-8b5830f3e672,Mobile Banking App,Received suspicious email claiming to be from the bank,New,Low,Security Concern
142578,2025-03-23 09:17:56,b618ac29-4e0b-44c2-b09d-ab31fbd8512b,ATM Services,Cannot reset password through the forgot password option. Commercial give sell itself.,New,Medium,Account Access
164851,2025-03-15 05:52:56,c399c91a-a26f-4322-a6ea-9a004e5912b9,Web Portal,Recent transactions not showing up in activity feed,Resolved,Medium,Data Discrepancy
233895,2025-03-17 00:01:56,83c8f928-06b0-43e0-8773-0f7db4a29973,Loan Application System,Request for biometric authentication for web portal. Line loss wish purpose TV summer start.,In Progress,Medium,Feature Request
26547,2025-03-17 21:44:56,0bf91eb5-3256-47ed-a236-a1ced890f3cc,Account Management System,Biometric login not working on my device,Resolved,Medium,Login Failure
183155,2025-03-10 16:50:56,582651af-5ad5-4cfb-8436-66268d93f7d7,Investment Dashboard,App crashes when trying to view transaction history,New,Medium,App Performance
113274,2025-03-05 20:30:56,9690a002-540c-4414-a0d0-f620a5ae963f,Credit Card Portal,Request for biometric authentication for web portal. Traditional hotel expert million same.,Resolved,Medium,Feature Request
1783,2025-03-08 12:33:56,f0b2b972-66e8-4063-8762-e57e924e8b76,Web Portal,Credit score displayed is different from what other services show,In Progress,Low,Data Discrepancy
381581,2025-03-11 13:29:56,755745b8-80eb-46ec-a061-0a4070c1b3ac,Mobile Banking App,Credit score displayed is different from what other services show,New,Low,Data Discrepancy
544269,2025-02-24 15:28:56,f771a368-7b57-4b74-a87b-57d70d146af1,Account Management System,Statement shows transactions I didn't make,New,Low,Data Discrepancy
437903,2025-02-24 23:27:56,c2668215-ae31-41ba-a1ee-af3a0415e665,Mobile Banking App,International transfer showing incorrect exchange rate,New,Medium,Transaction Error
116612,2025-03-12 04:44:56,23a3873a-6b9e-419f-a5dc-0c7b68f2854a,ATM Services,International transfer showing incorrect exchange rate. Main pretty join offer accept raise door.,In Progress,Medium,Transaction Error
586066,2025-03-20 06:06:56,db740cc4-169d-4dbb-9e64-2483ee5eda65,Loan Application System,Account locked after multiple login attempts,New,High,Account Access
542634,2025-03-14 09:12:56,f001fd38-8f1c-43af-a59c-d4b66af327ed,Mobile Banking App,Biometric login not working on my device. Face station option production wife kitchen.,New,Medium,Login Failure
771182,2025-03-08 14:53:56,e7fddd08-517b-47d4-9d9c-a7b2ca7be1c8,Credit Card Portal,Statement shows transactions I didn't make. Hour yourself activity.,New,Low,Data Discrepancy
34910,2025-03-06 02:20:56,a69f2223-0bd1-4743-b14d-c93afbda209d,Account Management System,Recent transactions not showing up in activity feed,In Progress,High,Data Discrepancy
271874,2025-03-27 03:50:56,3a5c0347-96a7-4b65-a1a4-75c0b3ee88bb,ATM Services,Cannot upload documents for loan application. Democrat take evidence pretty near anything word.,In Progress,Medium,App Performance
330311,2025-03-15 20:52:56,831ed009-1a12-41d3-bdca-bd34fe8ad0f5,Account Management System,Need dark mode for the mobile app,In Progress,Low,Feature Request
542291,2025-03-07 11:52:56,82801837-8a21-4f9e-af38-94e9ec301337,Credit Card Portal,Authentication fails every time I try to access my account. Tree admit cup drop.,New,Medium,Login Failure
694680,2025-03-18 22:27:56,185dfe9d-900f-4b47-892d-b28e41030b36,Loan Application System,Incorrect interest calculation on my savings account,New,Medium,Data Discrepancy
402752,2025-03-16 11:07:56,430e74bc-578e-4b89-823f-dbd519eaf588,Mobile Banking App,Cannot upload documents for loan application. White could positive one church approach.,New,Medium,App Performance
732457,2025-03-19 14:47:56,193a1dd7-6c2e-4de2-b7c0-110183c1f545,Credit Card Portal,Credit score displayed is different from what other services show,New,Low,Data Discrepancy
310117,2025-03-21 19:17:56,dea9a91e-9cba-47fb-9f73-6b6ef9280c8b,Account Management System,Statement shows transactions I didn't make. Member perhaps especially radio nearly.,New,Medium,Data Discrepancy
265026,2025-03-13 13:32:56,1d28a327-87b4-49cb-9bd5-1c194d235893,Investment Dashboard,Cannot reset password through the forgot password option. Age recognize those doctor machine.,In Progress,Medium,Account Access
332317,2025-03-26 00:08:56,bd23ba27-4840-4912-b320-0219db85b578,Web Portal,Recent transactions not showing up in activity feed. Inside thousand free.,New,Low,Data Discrepancy
250412,2025-03-26 02:14:56,5b125e5b-8402-4f2c-a716-30ab113d6348,Web Portal,Need to report potential phishing attempt targeting bank customers,Resolved,High,Security Concern
955569,2025-02-26 03:56:56,cbb5c199-3aff-4a81-983a-f01448ededd5,Web Portal,Unable to view my account balance and transactions,New,Low,Account Access
27862,2025-03-16 03:47:56,368081fb-01dd-4872-b29e-e27e0d35fd55,Mobile Banking App,Account locked after multiple login attempts,New,Medium,Account Access
419323,2025-03-26 20:33:56,5e54049e-a6c2-4b32-a6ba-f34628b3ab4f,Credit Card Portal,Statement shows transactions I didn't make,New,Medium,Data Discrepancy
622586,2025-03-22 00:07:56,60c83c4b-aefb-4621-b39e-7706b2fb01ee,Bill Payment Service,Transfer to external account stuck in 'processing' for 2 days. Collection parent teach professional factor subject.,New,Low,Transaction Error
752923,2025-03-08 20:09:56,fb4028aa-7f49-4f99-9755-4ff6f5ce3e51,ATM Services,Getting 'Invalid username or password' despite using correct details. See go heart project.,New,Medium,Login Failure
795545,2025-03-24 21:35:56,afa7005e-fc77-43fc-93e6-8f023b49391f,Loan Application System,International transfer showing incorrect exchange rate,New,High,Transaction Error
71041,2025-03-02 15:33:56,ad96cebb-8321-4b79-87d5-14f91277b735,ATM Services,Charts and graphs not displaying correctly in investment dashboard,New,Medium,App Performance
444874,2025-03-23 07:33:56,6be63f84-2bdd-4f21-b722-848d4be037fc,Investment Dashboard,Charts and graphs not displaying correctly in investment dashboard,New,Medium,App Performance
368244,2025-03-27 04:33:56,3c1a4ed6-1f92-44d8-8456-4ff662cd9bd8,Account Management System,Noticed login attempt from unknown location,In Progress,Medium,Security Concern
104358,2025-03-19 00:03:56,42dcfc66-69f9-42b8-b012-d90bfb3b2eaf,Account Management System,Statement shows transactions I didn't make,New,Medium,Data Discrepancy
301396,2025-03-20 22:28:56,d78868ca-019a-4796-bcc3-051cf1e0312a,ATM Services,Cannot reset password through the forgot password option. Possible recent especially include dog like peace.,In Progress,Low,Account Access
